customer_id,seller_id,order_id,customer_age,account_age_days,total_orders,total_returns,product_category,product_price,order_value,seller_rating,seller_defect_rate,delivery_days,distance_km,product_weight_kg,return_reason,payment_method,shipping_method,customer_segment,device_type,avg_days_to_return,days_since_last_purchase,num_payment_methods_used,used_multiple_addresses,used_multiple_payment_methods,return_without_tags,packaging_damaged_claim,is_holiday_purchase,return_percentage,is_luxury_product,is_high_value_order,price_category,seller_reliability_score,delivery_risk_score,customer_lifetime_value,avg_order_value,is_seasonal_return,customer_risk_score,fraud_risk_raw_score,is_fraud
CUST106748,SELL1008,ORD506748,36,1351,20,1,Mobile Accessories,92.83,101.55,4.96,0.0488,2,140.1,0.34,Damaged in Transit,Wallet,Standard,Regular,Desktop Web,2.5,51,3,True,True,False,False,False,5.0,0,0,Mid-Range,94.36,13.25,101.55,5.08,0,34.33,0.3353,1
CUST106749,SELL1437,ORD506749,44,1434,11,0,Footwear,126.08,154.02,4.21,0.0563,6,37.4,0.93,Defective / Not Working,Wallet,Express,New,Desktop Web,4.3,248,5,False,True,False,False,True,0.0,0,0,Premium,79.46,19.15,154.02,14.0,1,29.98,0.1217,0
CUST106750,SELL1304,ORD506750,55,2150,10,2,Footwear,72.52,99.25,3.44,0.1262,6,205.2,0.94,Wrong Item Delivered,Credit Card,Same Day,New,Desktop Web,0.1,149,4,False,True,False,False,False,20.0,0,0,Mid-Range,60.12,28.18,99.25,9.93,0,43.88,0.2009,0
CUST106751,SELL1335,ORD506751,40,544,28,2,Fashion,54.75,74.88,5.0,0.0559,3,231.3,1.33,Better Price Found,UPI,Express,New,Desktop Web,37.8,322,2,False,False,False,False,False,7.14,0,0,Mid-Range,94.41,21.01,74.88,2.67,0,8.31,0.0414,0
CUST106752,SELL1229,ORD506752,49,1389,19,6,Footwear,38.56,40.74,3.51,0.0753,6,71.5,1.87,Late Delivery,Cash on Delivery,Same Day,Regular,Mobile App,11.5,27,1,True,False,False,True,False,31.58,0,0,Mid-Range,64.91,20.99,40.74,2.14,0,35.79,0.131,0
CUST106753,SELL1405,ORD506753,18,2496,11,0,Fashion,10.67,9.63,4.42,0.0904,5,60.0,0.5,Wrong Item Delivered,Cash on Delivery,Express,New,Mobile App,3.2,336,2,False,False,False,False,False,0.0,0,0,Budget,80.41,17.51,9.63,0.88,0,31.27,0.0,0
CUST106754,SELL1410,ORD506754,52,56,12,1,Home & Kitchen,108.29,112.33,4.69,0.0401,6,61.1,2.43,Missing Parts,Debit Card,Express,Regular,Desktop Web,7.3,314,3,False,True,False,False,False,8.33,0,0,Premium,90.04,20.43,112.33,9.36,0,48.7,0.1513,0
CUST106755,SELL1385,ORD506755,65,437,8,4,Jewelry,174.55,191.64,3.53,0.1142,10,57.8,0.73,Better Price Found,Credit Card,Same Day,Regular,Mobile App,0.8,167,1,False,False,False,False,False,50.0,0,0,Premium,62.54,31.68,191.64,23.96,0,64.59,0.2254,0
CUST106756,SELL1261,ORD506756,45,366,13,2,Home & Kitchen,109.11,112.34,5.0,0.078,4,433.4,1.1,Quality Issue,Wallet,Express,Loyal,Mobile Web,3.3,167,2,False,False,True,False,True,15.38,0,0,Premium,92.2,34.74,112.34,8.64,1,48.04,0.0783,0
CUST106757,SELL1064,ORD506757,41,839,10,2,Jewelry,83.57,113.46,4.0,0.1785,4,136.9,0.54,Size Issue,Net Banking,Standard,New,Desktop Web,2.5,138,1,False,False,False,True,False,20.0,0,0,Mid-Range,65.72,18.79,113.46,11.35,0,41.08,0.1566,0
CUST106758,SELL1233,ORD506758,33,325,12,1,Books,233.34,212.63,5.0,0.1569,3,142.8,1.08,Quality Issue,Credit Card,Same Day,Loyal,Mobile App,5.8,147,4,False,True,False,False,False,8.33,0,1,Premium,84.31,16.25,212.63,17.72,0,43.08,0.0791,0
CUST106759,SELL1430,ORD506759,67,430,18,3,Beauty,118.06,141.17,2.91,0.1098,5,62.4,1.22,Defective / Not Working,Wallet,Express,Loyal,Mobile App,4.9,100,4,False,True,False,False,False,16.67,0,0,Premium,51.81,17.64,141.17,7.84,0,45.0,0.0731,0
CUST106760,SELL1326,ORD506760,19,2131,4,0,Fashion,269.17,360.97,3.78,0.0875,2,297.2,1.15,Defective / Not Working,Net Banking,Same Day,Regular,Mobile Web,12.2,243,3,True,True,False,False,False,0.0,1,1,Premium,68.98,21.7,360.97,90.24,0,20.77,0.2369,0
CUST106761,SELL1277,ORD506761,32,1161,7,3,Sports,48.84,55.94,2.96,0.1092,5,228.0,1.46,Changed Mind,Wallet,Standard,New,Mobile App,3.7,220,2,False,False,False,False,False,42.86,0,0,Mid-Range,52.74,26.55,55.94,7.99,0,49.97,0.1609,0
CUST106762,SELL1483,ORD506762,25,895,10,2,Fashion,110.08,128.86,3.41,0.0441,5,81.7,2.03,Not as Described,UPI,Standard,Loyal,Mobile App,11.8,44,1,False,False,False,False,False,20.0,0,0,Premium,65.19,18.68,128.86,12.89,0,30.23,0.0,0
CUST106763,SELL1157,ORD506763,63,1047,10,2,Home & Kitchen,40.16,50.06,5.0,0.1092,6,93.4,0.4,Size Issue,UPI,Standard,Loyal,Mobile App,7.2,386,1,False,False,False,False,True,20.0,0,0,Mid-Range,89.08,22.17,50.06,5.01,1,35.6,0.0,0
CUST106764,SELL1113,ORD506764,43,2426,14,0,Mobile Accessories,138.66,168.85,4.15,0.2127,3,411.5,2.17,Quality Issue,Wallet,Express,Regular,Mobile App,1.5,363,2,True,False,False,False,False,0.0,0,0,Premium,65.35,30.7,168.85,12.06,0,33.25,0.1876,0
CUST106765,SELL1425,ORD506765,65,1228,7,1,Books,140.71,196.33,4.62,0.0646,3,163.9,3.11,Missing Parts,Wallet,Standard,Regular,Mobile App,3.7,368,1,True,False,False,False,False,14.29,0,1,Premium,86.43,17.39,196.33,28.05,0,37.11,0.2894,1
CUST106766,SELL1229,ORD506766,52,1172,15,4,Toys,231.89,214.21,2.82,0.0613,6,40.5,4.15,Damaged in Transit,Credit Card,Standard,Regular,Desktop Web,6.9,259,2,False,False,False,False,False,26.67,0,1,Premium,52.94,19.32,214.21,14.28,0,38.95,0.1363,0
CUST106767,SELL1256,ORD506767,46,2320,11,5,Books,64.71,74.1,3.53,0.0704,5,123.9,2.15,Better Price Found,Net Banking,Same Day,New,Desktop Web,2.7,36,3,True,True,True,False,False,45.45,0,0,Mid-Range,65.63,20.95,74.1,6.74,0,52.3,0.4929,1
CUST106768,SELL1234,ORD506768,44,94,7,0,Electronics,146.41,154.57,4.72,0.1137,7,118.5,1.9,Better Price Found,Wallet,Express,Regular,Mobile App,6.9,398,2,False,False,False,True,False,0.0,0,0,Premium,83.67,26.37,154.57,22.08,0,44.37,0.111,0
CUST106769,SELL1498,ORD506769,28,1196,16,6,Toys,39.25,41.81,4.97,0.1136,2,41.7,1.69,Better Price Found,Cash on Delivery,Express,Regular,Mobile App,17.7,131,2,False,False,False,False,False,37.5,0,0,Mid-Range,88.11,7.96,41.81,2.61,0,31.22,0.0952,0
CUST106770,SELL1480,ORD506770,47,1870,9,1,Sports,64.04,81.88,4.0,0.0614,3,113.7,4.29,Size Issue,Credit Card,Same Day,New,Mobile Web,5.9,14,1,False,False,False,False,True,11.11,0,0,Mid-Range,75.09,14.69,81.88,9.1,1,33.12,0.069,0
CUST106771,SELL1067,ORD506771,53,1287,3,0,Toys,87.41,106.4,4.14,0.0208,6,81.5,2.39,Missing Parts,Credit Card,Express,New,Desktop Web,8.6,211,4,False,True,False,False,False,0.0,0,0,Mid-Range,81.08,21.53,106.4,35.47,0,24.97,0.177,0
CUST106772,SELL1020,ORD506772,68,2170,23,9,Footwear,117.26,145.47,3.76,0.0138,5,103.6,1.45,Changed Mind,Net Banking,Express,Loyal,Desktop Web,5.0,304,3,False,True,False,False,False,39.13,0,0,Premium,74.16,19.86,145.47,6.32,0,46.78,0.2151,0
CUST106773,SELL1148,ORD506773,46,2216,11,1,Footwear,96.57,95.12,4.27,0.0695,4,37.0,2.16,Late Delivery,Net Banking,Same Day,Loyal,Desktop Web,5.1,315,3,False,True,True,False,False,9.09,0,0,Mid-Range,79.46,13.42,95.12,8.65,0,33.14,0.1656,0
CUST106774,SELL1010,ORD506774,66,841,4,1,Books,174.89,212.19,3.92,0.0515,5,106.3,2.26,Size Issue,UPI,Express,Loyal,Mobile Web,5.6,13,2,False,False,False,False,False,25.0,0,1,Premium,74.36,20.0,212.19,53.05,0,39.72,0.0274,0
CUST106775,SELL1022,ORD506775,67,2044,20,8,Jewelry,36.63,33.98,4.18,0.0284,7,69.3,0.61,Damaged in Transit,UPI,Express,New,Mobile App,0.4,217,4,False,True,False,False,False,40.0,0,0,Mid-Range,81.23,23.73,33.98,1.7,0,52.53,0.2916,1
CUST106776,SELL1317,ORD506776,45,610,14,2,Mobile Accessories,44.24,47.05,4.61,0.0654,6,6.1,2.74,Size Issue,Credit Card,Same Day,New,Desktop Web,14.3,156,1,False,False,False,True,False,14.29,0,0,Mid-Range,86.17,17.47,47.05,3.36,0,28.03,0.0215,0
CUST106777,SELL1023,ORD506777,40,600,8,1,Beauty,213.72,221.09,4.71,0.0246,3,112.3,0.75,Not as Described,Credit Card,Standard,Regular,Mobile Web,8.4,314,2,False,False,False,False,False,12.5,0,1,Premium,91.88,14.61,221.09,27.64,0,34.39,0.0944,0
CUST106778,SELL1451,ORD506778,25,2443,10,1,Footwear,23.15,27.9,4.52,0.023,3,67.1,0.05,Defective / Not Working,Credit Card,Standard,VIP,Desktop Web,5.3,389,4,False,True,False,True,False,10.0,0,0,Budget,88.32,12.18,27.9,2.79,0,33.32,0.12,0
CUST106779,SELL1191,ORD506779,31,33,7,2,Toys,95.03,126.91,5.0,0.1632,2,248.4,3.54,Size Issue,Debit Card,Same Day,New,Mobile Web,8.0,255,2,False,False,False,True,True,28.57,0,0,Mid-Range,83.68,19.07,126.91,18.13,1,57.62,0.1133,0
CUST106780,SELL1312,ORD506780,63,883,8,1,Electronics,372.43,351.54,4.4,0.0773,5,104.9,1.4,Wrong Item Delivered,Cash on Delivery,Express,Loyal,Desktop Web,2.1,292,1,False,False,False,False,False,12.5,1,1,Luxury,81.2,19.93,351.54,43.94,0,38.17,0.0885,0
CUST106781,SELL1213,ORD506781,25,1574,12,2,Footwear,192.21,225.84,5.0,0.1018,5,26.5,3.08,Quality Issue,Credit Card,Express,New,Desktop Web,3.2,356,3,False,True,False,False,False,16.67,0,1,Premium,89.82,15.71,225.84,18.82,0,38.77,0.216,0
CUST106782,SELL1010,ORD506782,38,1034,30,8,Fashion,87.68,116.71,4.99,0.0542,4,292.7,0.58,Defective / Not Working,UPI,Express,Regular,Desktop Web,1.3,186,2,False,False,False,False,False,26.67,0,0,Mid-Range,94.39,27.17,116.71,3.89,0,45.48,0.1517,0
CUST106783,SELL1359,ORD506783,54,2112,9,3,Beauty,161.23,201.3,3.98,0.0221,6,127.3,0.27,Size Issue,Debit Card,Express,Regular,Mobile Web,19.5,189,1,False,False,False,False,False,33.33,0,1,Premium,77.84,23.99,201.3,22.37,0,27.25,0.0965,0
CUST106784,SELL1056,ORD506784,30,629,6,1,Electronics,121.4,158.95,4.72,0.1635,4,285.1,0.07,Wrong Item Delivered,Wallet,Standard,Loyal,Mobile Web,9.6,129,4,False,True,False,False,False,16.67,0,0,Premium,78.97,26.76,158.95,26.49,0,34.07,0.0,0
CUST106785,SELL1473,ORD506785,68,1382,11,3,Footwear,139.93,170.78,3.77,0.0562,12,45.7,2.46,Late Delivery,UPI,Same Day,Regular,Mobile App,19.2,10,1,False,False,False,False,False,27.27,0,0,Premium,71.16,36.74,170.78,15.53,0,24.87,0.0,0
CUST106786,SELL1493,ORD506786,51,313,8,2,Footwear,152.75,180.74,3.79,0.0169,3,34.6,2.54,Quality Issue,UPI,Express,VIP,Desktop Web,10.3,209,2,False,False,False,False,False,25.0,0,0,Premium,74.52,10.43,180.74,22.59,0,45.66,0.0787,0
CUST106787,SELL1009,ORD506787,19,528,17,1,Mobile Accessories,95.96,88.74,3.83,0.1269,4,127.3,1.51,Size Issue,Net Banking,Express,New,Mobile App,0.9,155,1,False,False,False,True,True,5.88,0,0,Mid-Range,66.88,18.28,88.74,5.22,1,42.13,0.0991,0
CUST106788,SELL1142,ORD506788,30,434,8,1,Beauty,33.0,32.43,3.74,0.0338,6,153.4,2.44,Changed Mind,Net Banking,Standard,Loyal,Mobile Web,7.3,327,2,False,False,False,False,False,12.5,0,0,Mid-Range,72.27,25.39,32.43,4.05,0,40.22,0.0,0
CUST106789,SELL1133,ORD506789,56,1853,7,0,Sports,53.5,61.05,3.95,0.1354,6,124.5,0.24,Changed Mind,UPI,Standard,Regular,Mobile Web,13.7,218,3,False,True,False,False,False,0.0,0,0,Mid-Range,68.3,23.84,61.05,8.72,0,19.02,0.0,0
CUST106790,SELL1331,ORD506790,62,507,9,1,Mobile Accessories,44.24,48.54,4.68,0.2224,3,103.7,0.45,Wrong Item Delivered,Credit Card,Same Day,New,Desktop Web,2.9,75,1,False,False,False,False,False,11.11,0,0,Mid-Range,72.78,14.15,48.54,5.39,0,42.73,0.0189,0
CUST106791,SELL1256,ORD506791,66,1674,15,3,Electronics,65.99,82.68,3.79,0.1313,7,9.7,2.5,Size Issue,UPI,Same Day,Regular,Mobile App,5.7,228,1,False,False,True,True,False,20.0,0,0,Mid-Range,65.85,20.52,82.68,5.51,0,37.35,0.2558,1
CUST106792,SELL1323,ORD506792,62,864,4,1,Books,95.37,88.1,3.22,0.0929,7,68.5,1.48,Better Price Found,Net Banking,Same Day,VIP,Mobile App,0.7,266,3,False,True,False,False,False,25.0,0,0,Mid-Range,58.42,23.68,88.1,22.02,0,45.43,0.063,0
CUST106793,SELL1314,ORD506793,21,1413,10,3,Jewelry,201.32,185.36,2.61,0.0361,7,241.5,3.55,Size Issue,Wallet,Standard,Loyal,Desktop Web,1.7,141,3,False,True,False,False,False,30.0,0,0,Premium,50.32,32.99,185.36,18.54,0,46.52,0.1159,0
CUST106794,SELL1362,ORD506794,55,2184,14,3,Books,32.69,29.93,4.81,0.1107,3,4.7,1.1,Quality Issue,Debit Card,Standard,Loyal,Mobile Web,19.0,153,1,False,False,True,False,False,21.43,0,0,Mid-Range,85.55,8.82,29.93,2.14,0,22.48,0.0641,0
CUST106795,SELL1497,ORD506795,23,2158,14,3,Books,117.07,119.32,3.93,0.0812,1,90.9,0.11,Missing Parts,Net Banking,Standard,New,Mobile App,5.7,225,1,True,False,False,True,False,21.43,0,0,Premium,72.22,7.75,119.32,8.52,0,37.99,0.2354,0
CUST106796,SELL1370,ORD506796,21,29,9,2,Home & Kitchen,78.23,72.58,3.62,0.0635,8,13.8,3.52,Not as Described,Net Banking,Express,Regular,Mobile App,0.9,383,2,False,False,False,False,False,22.22,0,0,Mid-Range,67.8,23.6,72.58,8.06,0,63.15,0.0508,0
CUST106797,SELL1435,ORD506797,53,1960,6,2,Beauty,53.11,57.46,3.29,0.1949,4,9.5,2.28,Not as Described,Wallet,Same Day,New,Desktop Web,2.4,141,5,False,True,False,False,False,33.33,0,0,Mid-Range,52.98,11.94,57.46,9.58,0,47.2,0.1882,0
CUST106798,SELL1018,ORD506798,42,2389,8,4,Electronics,95.13,96.03,4.87,0.0386,9,103.4,1.18,Quality Issue,UPI,Same Day,Regular,Mobile App,5.9,109,2,False,False,False,True,False,50.0,0,0,Mid-Range,93.64,31.28,96.03,12.0,0,50.62,0.2193,0
CUST106799,SELL1408,ORD506799,51,1670,1,0,Footwear,102.61,106.02,3.04,0.0167,8,77.6,0.9,Size Issue,Wallet,Same Day,Loyal,Mobile App,0.1,118,2,False,False,False,False,False,0.0,0,0,Premium,59.78,27.03,106.02,106.02,0,34.88,0.1444,0
CUST106800,SELL1338,ORD506800,62,468,8,0,Electronics,129.64,118.47,3.94,0.0507,1,307.8,2.09,Better Price Found,UPI,Standard,New,Mobile Web,12.5,158,1,False,False,False,False,False,0.0,0,0,Premium,74.8,19.41,118.47,14.81,0,27.59,0.0352,0
CUST106801,SELL1393,ORD506801,21,1662,6,0,Sports,71.76,86.44,4.73,0.0415,4,115.2,3.03,Better Price Found,UPI,Same Day,Regular,Mobile Web,14.6,195,3,False,True,False,False,False,0.0,0,0,Mid-Range,90.67,17.62,86.44,14.41,0,17.97,0.0406,0
CUST106802,SELL1262,ORD506802,45,1590,4,1,Sports,79.58,83.36,3.42,0.1151,5,462.1,2.32,Not as Described,Cash on Delivery,Express,Regular,Desktop Web,10.4,396,3,False,True,False,False,False,25.0,0,0,Mid-Range,60.53,39.14,83.36,20.84,0,34.12,0.1982,0
CUST106803,SELL1052,ORD506803,61,1655,20,3,Jewelry,121.61,127.83,3.59,0.2053,4,53.1,1.41,Better Price Found,Credit Card,Standard,Regular,Mobile Web,8.7,224,2,False,False,False,False,False,15.0,0,0,Premium,57.06,14.28,127.83,6.39,0,31.6,0.0,0
CUST106804,SELL1236,ORD506804,40,1072,14,0,Mobile Accessories,120.1,122.45,3.75,0.0156,11,63.8,1.4,Late Delivery,Cash on Delivery,Standard,Regular,Mobile App,4.4,317,2,False,False,False,True,True,0.0,0,0,Premium,73.83,34.86,122.45,8.75,1,29.87,0.1598,0
CUST106805,SELL1415,ORD506805,45,1313,13,1,Sports,129.43,118.22,4.56,0.12,3,80.6,4.19,Late Delivery,Net Banking,Standard,Regular,Mobile App,2.0,13,4,False,True,False,False,False,7.69,0,0,Premium,80.26,12.91,118.22,9.09,0,36.13,0.236,0
CUST106806,SELL1394,ORD506806,43,1629,6,1,Mobile Accessories,44.88,60.81,4.25,0.0043,2,14.2,2.65,Not as Described,Debit Card,Express,New,Mobile App,5.7,123,2,False,False,False,False,False,16.67,0,0,Mid-Range,84.63,6.48,60.81,10.14,0,35.85,0.1144,0
CUST106807,SELL1137,ORD506807,65,1160,11,2,Electronics,237.36,273.01,4.75,0.2813,6,94.9,2.08,Quality Issue,UPI,Standard,Regular,Desktop Web,0.9,293,1,True,False,False,False,True,18.18,0,1,Premium,68.28,22.25,273.01,24.82,1,42.13,0.2052,0
CUST106808,SELL1233,ORD506808,20,1934,5,2,Fashion,64.09,70.02,4.43,0.0149,7,103.4,3.45,Changed Mind,Debit Card,Same Day,VIP,Desktop Web,5.3,365,6,False,True,True,False,True,40.0,0,0,Mid-Range,87.28,25.56,70.02,14.0,1,46.82,0.2135,0
CUST106809,SELL1067,ORD506809,63,1774,11,5,Home & Kitchen,116.58,108.02,4.55,0.1092,5,81.9,2.17,Not as Described,Credit Card,Same Day,New,Mobile App,1.9,362,1,True,False,False,False,False,45.45,0,0,Premium,81.06,18.69,108.02,9.82,0,53.24,0.2887,1
CUST106810,SELL1008,ORD506810,60,758,19,5,Books,37.69,46.1,3.82,0.0585,6,304.8,6.81,Better Price Found,Net Banking,Standard,Regular,Desktop Web,8.2,396,1,False,False,False,False,False,26.32,0,0,Mid-Range,71.93,33.54,46.1,2.43,0,37.28,0.1811,0
CUST106811,SELL1455,ORD506811,60,1526,8,3,Toys,74.13,93.95,4.7,0.1468,9,67.8,6.11,Wrong Item Delivered,Debit Card,Same Day,Loyal,Mobile App,5.1,375,1,False,False,False,False,True,37.5,0,0,Mid-Range,80.2,29.36,93.95,11.74,1,45.92,0.0,0
CUST106812,SELL1128,ORD506812,39,1891,4,0,Jewelry,107.73,113.32,5.0,0.0423,4,80.7,0.39,Defective / Not Working,Credit Card,Express,Regular,Mobile App,10.6,208,4,False,True,False,True,False,0.0,0,0,Premium,95.77,15.77,113.32,28.33,0,22.63,0.177,0
CUST106813,SELL1481,ORD506813,44,1225,16,5,Beauty,148.55,158.8,4.17,0.1245,5,88.6,3.53,Quality Issue,Cash on Delivery,Standard,Regular,Mobile Web,3.9,370,1,False,False,False,False,False,31.25,0,0,Premium,73.02,19.05,158.8,9.93,0,44.51,0.2369,0
CUST106814,SELL1286,ORD506814,37,1787,11,3,Books,146.94,134.42,4.48,0.0965,3,93.6,1.43,Missing Parts,Cash on Delivery,Express,New,Mobile Web,11.7,168,2,False,False,False,True,False,27.27,0,0,Premium,80.95,13.61,134.42,12.22,0,33.62,0.1406,0
CUST106815,SELL1010,ORD506815,31,317,36,13,Sports,44.69,52.03,4.04,0.126,8,44.1,0.47,Changed Mind,Wallet,Standard,Regular,Desktop Web,16.8,149,2,False,False,False,False,False,36.11,0,0,Mid-Range,70.62,25.23,52.03,1.45,0,42.96,0.0328,0
CUST106816,SELL1343,ORD506816,63,966,14,1,Fashion,54.75,61.11,4.63,0.1332,5,37.1,2.5,Not as Described,Credit Card,Express,Regular,Mobile App,2.8,97,3,False,True,False,False,True,7.14,0,0,Mid-Range,80.27,16.28,61.11,4.36,1,34.95,0.1324,0
CUST106817,SELL1456,ORD506817,44,1755,19,8,Home & Kitchen,29.97,37.56,3.99,0.0255,4,74.2,2.6,Defective / Not Working,Cash on Delivery,Standard,New,Mobile Web,0.1,381,1,False,False,False,False,False,42.11,0,0,Budget,77.77,15.42,37.56,1.98,0,53.83,0.2894,1
CUST106818,SELL1499,ORD506818,55,2237,10,5,Jewelry,160.85,154.57,2.82,0.0385,4,260.9,1.41,Size Issue,Wallet,Standard,New,Mobile App,9.6,159,2,False,False,False,False,False,50.0,0,0,Premium,54.23,25.46,154.57,15.46,0,46.3,0.1568,0
CUST106819,SELL1101,ORD506819,23,1615,13,2,Electronics,195.24,259.54,4.77,0.0905,4,199.7,3.83,Missing Parts,Net Banking,Express,Regular,Desktop Web,1.3,180,3,False,True,False,False,False,15.38,0,1,Premium,86.77,22.17,259.54,19.96,0,40.4,0.2486,1
CUST106820,SELL1034,ORD506820,59,1659,18,3,Toys,48.69,61.79,4.26,0.0893,6,34.1,0.25,Size Issue,Credit Card,Same Day,New,Mobile Web,5.8,311,2,False,False,False,False,True,16.67,0,0,Mid-Range,77.59,18.98,61.79,3.43,1,35.73,0.043,0
CUST106821,SELL1325,ORD506821,52,856,7,1,Mobile Accessories,110.73,146.15,4.49,0.134,4,88.7,0.41,Wrong Item Delivered,Wallet,Express,New,Desktop Web,8.7,121,3,False,True,False,False,False,14.29,0,0,Premium,77.77,16.2,146.15,20.88,0,31.28,0.1464,0
CUST106822,SELL1465,ORD506822,69,1752,11,1,Sports,319.81,404.46,4.11,0.0331,6,158.0,1.21,Damaged in Transit,Net Banking,Express,Regular,Mobile Web,1.6,390,2,False,False,False,False,False,9.09,1,1,Luxury,79.48,25.64,404.46,36.77,0,37.22,0.1709,0
CUST106823,SELL1192,ORD506823,24,891,6,3,Sports,83.81,115.21,4.56,0.1332,11,273.1,1.1,Missing Parts,Cash on Delivery,Same Day,Regular,Mobile App,24.9,362,2,True,False,False,False,True,50.0,0,0,Mid-Range,79.05,46.12,115.21,19.2,0,28.45,0.2457,1
CUST106824,SELL1023,ORD506824,46,131,13,2,Books,91.47,124.28,3.56,0.1861,4,76.5,0.31,Not as Described,UPI,Standard,New,Desktop Web,15.1,292,3,False,True,False,False,False,15.38,0,0,Mid-Range,57.95,15.54,124.28,9.56,0,40.72,0.0085,0
CUST106825,SELL1291,ORD506825,44,617,3,1,Footwear,122.2,124.16,4.77,0.039,4,61.6,0.6,Size Issue,Credit Card,Express,New,Mobile App,4.6,269,3,False,True,False,False,False,33.33,0,0,Premium,91.68,14.74,124.16,41.39,0,47.73,0.1458,0
CUST106826,SELL1396,ORD506826,45,1528,6,0,Home & Kitchen,191.48,177.12,4.12,0.1416,6,204.9,0.71,Better Price Found,Cash on Delivery,Same Day,Loyal,Mobile Web,7.9,232,3,False,True,False,True,False,0.0,0,0,Premium,70.73,28.16,177.12,29.52,0,25.78,0.0305,0
CUST106827,SELL1153,ORD506827,20,2404,19,2,Fashion,97.04,114.83,3.15,0.0163,5,50.8,4.62,Not as Described,UPI,Standard,Regular,Mobile Web,2.5,301,3,False,True,False,False,False,10.53,0,0,Mid-Range,61.97,17.02,114.83,6.04,0,36.82,0.0797,0
CUST106828,SELL1237,ORD506828,42,1239,9,2,Beauty,170.85,182.77,3.41,0.165,2,144.5,3.8,Quality Issue,UPI,Same Day,Regular,Mobile App,0.3,288,2,False,False,False,False,False,22.22,0,0,Premium,56.95,13.49,182.77,20.31,0,44.65,0.1605,0
CUST106829,SELL1264,ORD506829,33,2150,4,1,Mobile Accessories,136.76,147.35,4.17,0.0528,4,175.7,1.01,Quality Issue,Debit Card,Express,Regular,Desktop Web,2.8,251,1,False,False,False,False,False,25.0,0,0,Premium,79.0,20.88,147.35,36.84,0,42.98,0.2663,1
CUST106830,SELL1145,ORD506830,50,1945,14,3,Beauty,86.7,112.48,4.31,0.1549,4,82.5,1.17,Better Price Found,Credit Card,Same Day,New,Mobile Web,0.5,370,3,False,True,True,False,False,21.43,0,0,Mid-Range,72.85,15.87,112.48,8.03,0,44.06,0.3516,1
CUST106831,SELL1088,ORD506831,30,1403,6,2,Footwear,20.52,27.63,4.73,0.1509,3,282.3,1.79,Wrong Item Delivered,Net Banking,Express,Regular,Mobile Web,1.2,395,1,False,False,False,False,False,33.33,0,0,Budget,80.32,23.75,27.63,4.6,0,48.6,0.1624,0
CUST106832,SELL1357,ORD506832,40,2010,20,1,Mobile Accessories,58.43,70.79,4.3,0.0322,5,105.1,0.21,Not as Described,Net Banking,Standard,New,Mobile App,4.0,206,1,False,False,False,False,False,5.0,0,0,Mid-Range,83.23,19.94,70.79,3.54,0,32.58,0.097,0
CUST106833,SELL1196,ORD506833,50,1004,7,1,Toys,37.09,35.9,4.7,0.1451,5,235.1,0.87,Changed Mind,Cash on Delivery,Same Day,New,Desktop Web,5.6,42,1,False,False,False,False,False,14.29,0,0,Mid-Range,80.36,26.93,35.9,5.13,0,34.9,0.1097,0
CUST106834,SELL1086,ORD506834,21,1107,17,1,Home & Kitchen,180.86,221.57,4.89,0.0303,6,11.6,0.78,Damaged in Transit,Credit Card,Express,New,Mobile App,3.5,3,4,False,True,False,False,False,5.88,0,1,Premium,94.84,17.77,221.57,13.03,0,33.56,0.1746,0
CUST106835,SELL1443,ORD506835,58,1842,9,2,Books,86.22,102.76,3.47,0.2504,3,148.5,3.5,Not as Described,Wallet,Express,Loyal,Mobile App,10.5,365,2,False,False,True,False,False,22.22,0,0,Mid-Range,52.02,16.56,102.76,11.42,0,32.75,0.0821,0
CUST106836,SELL1172,ORD506836,55,1597,7,0,Footwear,187.55,219.62,2.97,0.0139,6,19.9,0.91,Changed Mind,Wallet,Standard,New,Mobile Web,9.6,386,2,False,False,False,False,False,0.0,0,1,Premium,58.57,18.21,219.62,31.37,0,23.8,0.0,0
CUST106837,SELL1391,ORD506837,20,1319,9,1,Sports,44.18,55.1,3.42,0.0176,4,49.5,0.73,Missing Parts,Wallet,Express,New,Desktop Web,1.7,315,1,False,False,False,False,False,11.11,0,0,Mid-Range,67.2,14.09,55.1,6.12,0,38.02,0.1909,0
CUST106838,SELL1238,ORD506838,21,1083,7,1,Electronics,262.41,316.43,4.45,0.0914,5,251.9,1.9,Not as Described,Net Banking,Same Day,Regular,Mobile Web,17.8,18,4,False,True,False,False,False,14.29,1,1,Premium,80.87,27.83,316.43,45.2,0,20.66,0.0815,0
CUST106839,SELL1397,ORD506839,62,2439,21,2,Mobile Accessories,105.53,105.51,4.16,0.0706,5,109.4,2.83,Missing Parts,Cash on Delivery,Express,Regular,Desktop Web,1.0,13,2,True,False,False,False,False,9.52,0,0,Premium,77.33,20.17,105.51,5.02,0,38.12,0.2453,1
CUST106840,SELL1033,ORD506840,32,165,6,4,Toys,123.73,130.88,2.64,0.1575,7,116.7,0.77,Wrong Item Delivered,UPI,Same Day,Loyal,Desktop Web,5.6,55,2,False,False,False,False,False,66.67,0,0,Premium,44.48,26.28,130.88,21.81,0,73.95,0.0085,0
